0,1,2,3,4,target
15702.0,15488.0,15607.0,16012.0,17243.0,17922.0
15488.0,15607.0,16012.0,17243.0,17922.0,18064.0
15607.0,16012.0,17243.0,17922.0,18064.0,18086.0
16012.0,17243.0,17922.0,18064.0,18086.0,17834.0
17243.0,17922.0,18064.0,18086.0,17834.0,17392.0
17922.0,18064.0,18086.0,17834.0,17392.0,16842.0
18064.0,18086.0,17834.0,17392.0,16842.0,16669.0
18086.0,17834.0,17392.0,16842.0,16669.0,16218.0
17834.0,17392.0,16842.0,16669.0,16218.0,16135.0
17392.0,16842.0,16669.0,16218.0,16135.0,16107.0
16842.0,16669.0,16218.0,16135.0,16107.0,16229.0
16669.0,16218.0,16135.0,16107.0,16229.0,16470.0
16218.0,16135.0,16107.0,16229.0,16470.0,16935.0
16135.0,16107.0,16229.0,16470.0,16935.0,17548.0
16107.0,16229.0,16470.0,16935.0,17548.0,17927.0
16229.0,16470.0,16935.0,17548.0,17927.0,17837.0
16470.0,16935.0,17548.0,17927.0,17837.0,17453.0
16935.0,17548.0,17927.0,17837.0,17453.0,16891.0
17548.0,17927.0,17837.0,17453.0,16891.0,15967.0
17927.0,17837.0,17453.0,16891.0,15967.0,15088.0
17837.0,17453.0,16891.0,15967.0,15088.0,14564.0
17453.0,16891.0,15967.0,15088.0,14564.0,14394.0
16891.0,15967.0,15088.0,14564.0,14394.0,14745.0
15967.0,15088.0,14564.0,14394.0,14745.0,15856.0
15088.0,14564.0,14394.0,14745.0,15856.0,16502.0
14564.0,14394.0,14745.0,15856.0,16502.0,16678.0
14394.0,14745.0,15856.0,16502.0,16678.0,16842.0
14745.0,15856.0,16502.0,16678.0,16842.0,16621.0
15856.0,16502.0,16678.0,16842.0,16621.0,16167.0
16502.0,16678.0,16842.0,16621.0,16167.0,15676.0
16678.0,16842.0,16621.0,16167.0,15676.0,15645.0
16842.0,16621.0,16167.0,15676.0,15645.0,15265.0
16621.0,16167.0,15676.0,15645.0,15265.0,15138.0
16167.0,15676.0,15645.0,15265.0,15138.0,15068.0
15676.0,15645.0,15265.0,15138.0,15068.0,15122.0
15645.0,15265.0,15138.0,15068.0,15122.0,15441.0
15265.0,15138.0,15068.0,15122.0,15441.0,15967.0
15138.0,15068.0,15122.0,15441.0,15967.0,16628.0
15068.0,15122.0,15441.0,15967.0,16628.0,17122.0
15122.0,15441.0,15967.0,16628.0,17122.0,17621.0
15441.0,15967.0,16628.0,17122.0,17621.0,17501.0
15967.0,16628.0,17122.0,17621.0,17501.0,17122.0
16628.0,17122.0,17621.0,17501.0,17122.0,16600.0
17122.0,17621.0,17501.0,17122.0,16600.0,16206.0
17621.0,17501.0,17122.0,16600.0,16206.0,15844.0
17501.0,17122.0,16600.0,16206.0,15844.0,15762.0
17122.0,16600.0,16206.0,15844.0,15762.0,16092.0
16600.0,16206.0,15844.0,15762.0,16092.0,17048.0
16206.0,15844.0,15762.0,16092.0,17048.0,17456.0
15844.0,15762.0,16092.0,17048.0,17456.0,17407.0
15762.0,16092.0,17048.0,17456.0,17407.0,17474.0
16092.0,17048.0,17456.0,17407.0,17474.0,17772.0
17048.0,17456.0,17407.0,17474.0,17772.0,17618.0
17456.0,17407.0,17474.0,17772.0,17618.0,17147.0
17407.0,17474.0,17772.0,17618.0,17147.0,15358.0
17474.0,17772.0,17618.0,17147.0,15358.0,14851.0
17772.0,17618.0,17147.0,15358.0,14851.0,14441.0
17618.0,17147.0,15358.0,14851.0,14441.0,14105.0
17147.0,15358.0,14851.0,14441.0,14105.0,14048.0
15358.0,14851.0,14441.0,14105.0,14048.0,14394.0
14851.0,14441.0,14105.0,14048.0,14394.0,15034.0
14441.0,14105.0,14048.0,14394.0,15034.0,15783.0
14105.0,14048.0,14394.0,15034.0,15783.0,16231.0
14048.0,14394.0,15034.0,15783.0,16231.0,16576.0
14394.0,15034.0,15783.0,16231.0,16576.0,16912.0
15034.0,15783.0,16231.0,16576.0,16912.0,16991.0
15783.0,16231.0,16576.0,16912.0,16991.0,16793.0
16231.0,16576.0,16912.0,16991.0,16793.0,16764.0
16576.0,16912.0,16991.0,16793.0,16764.0,16643.0
16912.0,16991.0,16793.0,16764.0,16643.0,16666.0
16991.0,16793.0,16764.0,16643.0,16666.0,16869.0
16793.0,16764.0,16643.0,16666.0,16869.0,17916.0
16764.0,16643.0,16666.0,16869.0,17916.0,18424.0
16643.0,16666.0,16869.0,17916.0,18424.0,18343.0
16666.0,16869.0,17916.0,18424.0,18343.0,18340.0
16869.0,17916.0,18424.0,18343.0,18340.0,18011.0
17916.0,18424.0,18343.0,18340.0,18011.0,17340.0
18424.0,18343.0,18340.0,18011.0,17340.0,16383.0
18343.0,18340.0,18011.0,17340.0,16383.0,15670.0
18340.0,18011.0,17340.0,16383.0,15670.0,15135.0
18011.0,17340.0,16383.0,15670.0,15135.0,14997.0
17340.0,16383.0,15670.0,15135.0,14997.0,14929.0
16383.0,15670.0,15135.0,14997.0,14929.0,15256.0
15670.0,15135.0,14997.0,14929.0,15256.0,16174.0
15135.0,14997.0,14929.0,15256.0,16174.0,17483.0
14997.0,14929.0,15256.0,16174.0,17483.0,18645.0
14929.0,15256.0,16174.0,17483.0,18645.0,18866.0
15256.0,16174.0,17483.0,18645.0,18866.0,18802.0
16174.0,17483.0,18645.0,18866.0,18802.0,18457.0
17483.0,18645.0,18866.0,18802.0,18457.0,18021.0
18645.0,18866.0,18802.0,18457.0,18021.0,17687.0
18866.0,18802.0,18457.0,18021.0,17687.0,17590.0
18802.0,18457.0,18021.0,17687.0,17590.0,17471.0
18457.0,18021.0,17687.0,17590.0,17471.0,17406.0
18021.0,17687.0,17590.0,17471.0,17406.0,17592.0
17687.0,17590.0,17471.0,17406.0,17592.0,18668.0
17590.0,17471.0,17406.0,17592.0,18668.0,19040.0
17471.0,17406.0,17592.0,18668.0,19040.0,18819.0
17406.0,17592.0,18668.0,19040.0,18819.0,18483.0
17592.0,18668.0,19040.0,18819.0,18483.0,18381.0
18668.0,19040.0,18819.0,18483.0,18381.0,17461.0
19040.0,18819.0,18483.0,18381.0,17461.0,16353.0
18819.0,18483.0,18381.0,17461.0,16353.0,18740.0
18483.0,18381.0,17461.0,16353.0,18740.0,18247.0
18381.0,17461.0,16353.0,18740.0,18247.0,17906.0
17461.0,16353.0,18740.0,18247.0,17906.0,17749.0
16353.0,18740.0,18247.0,17906.0,17749.0,17900.0
18740.0,18247.0,17906.0,17749.0,17900.0,18590.0
18247.0,17906.0,17749.0,17900.0,18590.0,19716.0
17906.0,17749.0,17900.0,18590.0,19716.0,20555.0
17749.0,17900.0,18590.0,19716.0,20555.0,20218.0
17900.0,18590.0,19716.0,20555.0,20218.0,19783.0
18590.0,19716.0,20555.0,20218.0,19783.0,19452.0
19716.0,20555.0,20218.0,19783.0,19452.0,18866.0
20555.0,20218.0,19783.0,19452.0,18866.0,18383.0
20218.0,19783.0,19452.0,18866.0,18383.0,17945.0
19783.0,19452.0,18866.0,18383.0,17945.0,17591.0
19452.0,18866.0,18383.0,17945.0,17591.0,17362.0
18866.0,18383.0,17945.0,17591.0,17362.0,17619.0
18383.0,17945.0,17591.0,17362.0,17619.0,18664.0
17945.0,17591.0,17362.0,17619.0,18664.0,19088.0
17591.0,17362.0,17619.0,18664.0,19088.0,18998.0
17362.0,17619.0,18664.0,19088.0,18998.0,18773.0
17619.0,18664.0,19088.0,18998.0,18773.0,18394.0
18664.0,19088.0,18998.0,18773.0,18394.0,17622.0
19088.0,18998.0,18773.0,18394.0,17622.0,16484.0
18998.0,18773.0,18394.0,17622.0,16484.0,19050.0
18773.0,18394.0,17622.0,16484.0,19050.0,18940.0
18394.0,17622.0,16484.0,19050.0,18940.0,19015.0
17622.0,16484.0,19050.0,18940.0,19015.0,19178.0
16484.0,19050.0,18940.0,19015.0,19178.0,19494.0
19050.0,18940.0,19015.0,19178.0,19494.0,20392.0
18940.0,19015.0,19178.0,19494.0,20392.0,21616.0
19015.0,19178.0,19494.0,20392.0,21616.0,22554.0
19178.0,19494.0,20392.0,21616.0,22554.0,22577.0
19494.0,20392.0,21616.0,22554.0,22577.0,22321.0
20392.0,21616.0,22554.0,22577.0,22321.0,22055.0
21616.0,22554.0,22577.0,22321.0,22055.0,21388.0
22554.0,22577.0,22321.0,22055.0,21388.0,21035.0
22577.0,22321.0,22055.0,21388.0,21035.0,20542.0
22321.0,22055.0,21388.0,21035.0,20542.0,20362.0
22055.0,21388.0,21035.0,20542.0,20362.0,20119.0
21388.0,21035.0,20542.0,20362.0,20119.0,20505.0
21035.0,20542.0,20362.0,20119.0,20505.0,21373.0
20542.0,20362.0,20119.0,20505.0,21373.0,22188.0
20362.0,20119.0,20505.0,21373.0,22188.0,22038.0
20119.0,20505.0,21373.0,22188.0,22038.0,21752.0
20505.0,21373.0,22188.0,22038.0,21752.0,21621.0
21373.0,22188.0,22038.0,21752.0,21621.0,20919.0
22188.0,22038.0,21752.0,21621.0,20919.0,19554.0
22038.0,21752.0,21621.0,20919.0,19554.0,14619.0
21752.0,21621.0,20919.0,19554.0,14619.0,14245.0
21621.0,20919.0,19554.0,14619.0,14245.0,14082.0
20919.0,19554.0,14619.0,14245.0,14082.0,14123.0
19554.0,14619.0,14245.0,14082.0,14123.0,14253.0
14619.0,14245.0,14082.0,14123.0,14253.0,14437.0
14245.0,14082.0,14123.0,14253.0,14437.0,15197.0
14082.0,14123.0,14253.0,14437.0,15197.0,16025.0
14123.0,14253.0,14437.0,15197.0,16025.0,16742.0
14253.0,14437.0,15197.0,16025.0,16742.0,17345.0
14437.0,15197.0,16025.0,16742.0,17345.0,17400.0
15197.0,16025.0,16742.0,17345.0,17400.0,17291.0
16025.0,16742.0,17345.0,17400.0,17291.0,17473.0
16742.0,17345.0,17400.0,17291.0,17473.0,17464.0
17345.0,17400.0,17291.0,17473.0,17464.0,17461.0
17400.0,17291.0,17473.0,17464.0,17461.0,17683.0
17291.0,17473.0,17464.0,17461.0,17683.0,18211.0
17473.0,17464.0,17461.0,17683.0,18211.0,19749.0
17464.0,17461.0,17683.0,18211.0,19749.0,20439.0
17461.0,17683.0,18211.0,19749.0,20439.0,20805.0
17683.0,18211.0,19749.0,20439.0,20805.0,20840.0
18211.0,19749.0,20439.0,20805.0,20840.0,20670.0
19749.0,20439.0,20805.0,20840.0,20670.0,20300.0
20439.0,20805.0,20840.0,20670.0,20300.0,19719.0
20805.0,20840.0,20670.0,20300.0,19719.0,16053.0
20840.0,20670.0,20300.0,19719.0,16053.0,15562.0
20670.0,20300.0,19719.0,16053.0,15562.0,15439.0
20300.0,19719.0,16053.0,15562.0,15439.0,15498.0
19719.0,16053.0,15562.0,15439.0,15498.0,15743.0
16053.0,15562.0,15439.0,15498.0,15743.0,16126.0
15562.0,15439.0,15498.0,15743.0,16126.0,16793.0
15439.0,15498.0,15743.0,16126.0,16793.0,17583.0
15498.0,15743.0,16126.0,16793.0,17583.0,18108.0
15743.0,16126.0,16793.0,17583.0,18108.0,18035.0
16126.0,16793.0,17583.0,18108.0,18035.0,17599.0
16793.0,17583.0,18108.0,18035.0,17599.0,17022.0
17583.0,18108.0,18035.0,17599.0,17022.0,16390.0
18108.0,18035.0,17599.0,17022.0,16390.0,15921.0
18035.0,17599.0,17022.0,16390.0,15921.0,15619.0
17599.0,17022.0,16390.0,15921.0,15619.0,15475.0
17022.0,16390.0,15921.0,15619.0,15475.0,16039.0
16390.0,15921.0,15619.0,15475.0,16039.0,17080.0
15921.0,15619.0,15475.0,16039.0,17080.0,17479.0
15619.0,15475.0,16039.0,17080.0,17479.0,17431.0
15475.0,16039.0,17080.0,17479.0,17431.0,17458.0
16039.0,17080.0,17479.0,17431.0,17458.0,17162.0
17080.0,17479.0,17431.0,17458.0,17162.0,16561.0
17479.0,17431.0,17458.0,17162.0,16561.0,15645.0
17431.0,17458.0,17162.0,16561.0,15645.0,15893.0
17458.0,17162.0,16561.0,15645.0,15893.0,15503.0
17162.0,16561.0,15645.0,15893.0,15503.0,15315.0
16561.0,15645.0,15893.0,15503.0,15315.0,15264.0
15645.0,15893.0,15503.0,15315.0,15264.0,15596.0
15893.0,15503.0,15315.0,15264.0,15596.0,16544.0
15503.0,15315.0,15264.0,15596.0,16544.0,18227.0
15315.0,15264.0,15596.0,16544.0,18227.0,19281.0
15264.0,15596.0,16544.0,18227.0,19281.0,19052.0
15596.0,16544.0,18227.0,19281.0,19052.0,18758.0
16544.0,18227.0,19281.0,19052.0,18758.0,18254.0
18227.0,19281.0,19052.0,18758.0,18254.0,17654.0
19281.0,19052.0,18758.0,18254.0,17654.0,17236.0
19052.0,18758.0,18254.0,17654.0,17236.0,16818.0
18758.0,18254.0,17654.0,17236.0,16818.0,16450.0
18254.0,17654.0,17236.0,16818.0,16450.0,16250.0
17654.0,17236.0,16818.0,16450.0,16250.0,16581.0
17236.0,16818.0,16450.0,16250.0,16581.0,17953.0
16818.0,16450.0,16250.0,16581.0,17953.0,18650.0
16450.0,16250.0,16581.0,17953.0,18650.0,18653.0
16250.0,16581.0,17953.0,18650.0,18653.0,18645.0
16581.0,17953.0,18650.0,18653.0,18645.0,18444.0
17953.0,18650.0,18653.0,18645.0,18444.0,17832.0
18650.0,18653.0,18645.0,18444.0,17832.0,16906.0
18653.0,18645.0,18444.0,17832.0,16906.0,17381.0
18645.0,18444.0,17832.0,16906.0,17381.0,17048.0
18444.0,17832.0,16906.0,17381.0,17048.0,16862.0
17832.0,16906.0,17381.0,17048.0,16862.0,16876.0
16906.0,17381.0,17048.0,16862.0,16876.0,17185.0
17381.0,17048.0,16862.0,16876.0,17185.0,18127.0
17048.0,16862.0,16876.0,17185.0,18127.0,19901.0
16862.0,16876.0,17185.0,18127.0,19901.0,20605.0
16876.0,17185.0,18127.0,19901.0,20605.0,20312.0
17185.0,18127.0,19901.0,20605.0,20312.0,19945.0
18127.0,19901.0,20605.0,20312.0,19945.0,19364.0
19901.0,20605.0,20312.0,19945.0,19364.0,18559.0
20605.0,20312.0,19945.0,19364.0,18559.0,17977.0
20312.0,19945.0,19364.0,18559.0,17977.0,17693.0
19945.0,19364.0,18559.0,17977.0,17693.0,17396.0
19364.0,18559.0,17977.0,17693.0,17396.0,17246.0
18559.0,17977.0,17693.0,17396.0,17246.0,17669.0
17977.0,17693.0,17396.0,17246.0,17669.0,18921.0
17693.0,17396.0,17246.0,17669.0,18921.0,19446.0
17396.0,17246.0,17669.0,18921.0,19446.0,19506.0
17246.0,17669.0,18921.0,19446.0,19506.0,19477.0
17669.0,18921.0,19446.0,19506.0,19477.0,19068.0
18921.0,19446.0,19506.0,19477.0,19068.0,18062.0
19446.0,19506.0,19477.0,19068.0,18062.0,16826.0
19506.0,19477.0,19068.0,18062.0,16826.0,17126.0
19477.0,19068.0,18062.0,16826.0,17126.0,16709.0
19068.0,18062.0,16826.0,17126.0,16709.0,16618.0
18062.0,16826.0,17126.0,16709.0,16618.0,16546.0
16826.0,17126.0,16709.0,16618.0,16546.0,16905.0
17126.0,16709.0,16618.0,16546.0,16905.0,17889.0
16709.0,16618.0,16546.0,16905.0,17889.0,19542.0
16618.0,16546.0,16905.0,17889.0,19542.0,20491.0
16546.0,16905.0,17889.0,19542.0,20491.0,20295.0
16905.0,17889.0,19542.0,20491.0,20295.0,19843.0
17889.0,19542.0,20491.0,20295.0,19843.0,19422.0
19542.0,20491.0,20295.0,19843.0,19422.0,19050.0
20491.0,20295.0,19843.0,19422.0,19050.0,18519.0
20295.0,19843.0,19422.0,19050.0,18519.0,18301.0
19843.0,19422.0,19050.0,18519.0,18301.0,17748.0
19422.0,19050.0,18519.0,18301.0,17748.0,17696.0
19050.0,18519.0,18301.0,17748.0,17696.0,18153.0
18519.0,18301.0,17748.0,17696.0,18153.0,19645.0
18301.0,17748.0,17696.0,18153.0,19645.0,20441.0
17748.0,17696.0,18153.0,19645.0,20441.0,20502.0
17696.0,18153.0,19645.0,20441.0,20502.0,20486.0
18153.0,19645.0,20441.0,20502.0,20486.0,20274.0
19645.0,20441.0,20502.0,20486.0,20274.0,19304.0
20441.0,20502.0,20486.0,20274.0,19304.0,18139.0
20502.0,20486.0,20274.0,19304.0,18139.0,16704.0
20486.0,20274.0,19304.0,18139.0,16704.0,16281.0
20274.0,19304.0,18139.0,16704.0,16281.0,16064.0
19304.0,18139.0,16704.0,16281.0,16064.0,16155.0
18139.0,16704.0,16281.0,16064.0,16155.0,16500.0
16704.0,16281.0,16064.0,16155.0,16500.0,17338.0
16281.0,16064.0,16155.0,16500.0,17338.0,18923.0
16064.0,16155.0,16500.0,17338.0,18923.0,19920.0
16155.0,16500.0,17338.0,18923.0,19920.0,19679.0
16500.0,17338.0,18923.0,19920.0,19679.0,19432.0
17338.0,18923.0,19920.0,19679.0,19432.0,19293.0
18923.0,19920.0,19679.0,19432.0,19293.0,19182.0
19920.0,19679.0,19432.0,19293.0,19182.0,19022.0
19679.0,19432.0,19293.0,19182.0,19022.0,18917.0
19432.0,19293.0,19182.0,19022.0,18917.0,18750.0
19293.0,19182.0,19022.0,18917.0,18750.0,18749.0
19182.0,19022.0,18917.0,18750.0,18749.0,19204.0
19022.0,18917.0,18750.0,18749.0,19204.0,20431.0
18917.0,18750.0,18749.0,19204.0,20431.0,20996.0
18750.0,18749.0,19204.0,20431.0,20996.0,20837.0
18749.0,19204.0,20431.0,20996.0,20837.0,20689.0
19204.0,20431.0,20996.0,20837.0,20689.0,20285.0
20431.0,20996.0,20837.0,20689.0,20285.0,19248.0
20996.0,20837.0,20689.0,20285.0,19248.0,18021.0
20837.0,20689.0,20285.0,19248.0,18021.0,14308.0
20689.0,20285.0,19248.0,18021.0,14308.0,14116.0
20285.0,19248.0,18021.0,14308.0,14116.0,14021.0
19248.0,18021.0,14308.0,14116.0,14021.0,14052.0
18021.0,14308.0,14116.0,14021.0,14052.0,14408.0
14308.0,14116.0,14021.0,14052.0,14408.0,15501.0
14116.0,14021.0,14052.0,14408.0,15501.0,17190.0
14021.0,14052.0,14408.0,15501.0,17190.0,18404.0
14052.0,14408.0,15501.0,17190.0,18404.0,18474.0
14408.0,15501.0,17190.0,18404.0,18474.0,18536.0
15501.0,17190.0,18404.0,18474.0,18536.0,18575.0
17190.0,18404.0,18474.0,18536.0,18575.0,18493.0
18404.0,18474.0,18536.0,18575.0,18493.0,18435.0
18474.0,18536.0,18575.0,18493.0,18435.0,18492.0
18536.0,18575.0,18493.0,18435.0,18492.0,18438.0
18575.0,18493.0,18435.0,18492.0,18438.0,18484.0
18493.0,18435.0,18492.0,18438.0,18484.0,18945.0
18435.0,18492.0,18438.0,18484.0,18945.0,20103.0
18492.0,18438.0,18484.0,18945.0,20103.0,20564.0
18438.0,18484.0,18945.0,20103.0,20564.0,20447.0
18484.0,18945.0,20103.0,20564.0,20447.0,20311.0
18945.0,20103.0,20564.0,20447.0,20311.0,19814.0
20103.0,20564.0,20447.0,20311.0,19814.0,18762.0
20564.0,20447.0,20311.0,19814.0,18762.0,17504.0
20447.0,20311.0,19814.0,18762.0,17504.0,14153.0
20311.0,19814.0,18762.0,17504.0,14153.0,13683.0
19814.0,18762.0,17504.0,14153.0,13683.0,13427.0
18762.0,17504.0,14153.0,13683.0,13427.0,13373.0
17504.0,14153.0,13683.0,13427.0,13373.0,13460.0
14153.0,13683.0,13427.0,13373.0,13460.0,13704.0
13683.0,13427.0,13373.0,13460.0,13704.0,14157.0
13427.0,13373.0,13460.0,13704.0,14157.0,14802.0
13373.0,13460.0,13704.0,14157.0,14802.0,15422.0
13460.0,13704.0,14157.0,14802.0,15422.0,15757.0
13704.0,14157.0,14802.0,15422.0,15757.0,15688.0
14157.0,14802.0,15422.0,15757.0,15688.0,15728.0
14802.0,15422.0,15757.0,15688.0,15728.0,15848.0
15422.0,15757.0,15688.0,15728.0,15848.0,15678.0
