0,1,2,3,4,target
15757.0,15688.0,15728.0,15848.0,15678.0,15388.0
15688.0,15728.0,15848.0,15678.0,15388.0,15505.0
15728.0,15848.0,15678.0,15388.0,15505.0,16012.0
15848.0,15678.0,15388.0,15505.0,16012.0,16918.0
15678.0,15388.0,15505.0,16012.0,16918.0,17200.0
15388.0,15505.0,16012.0,16918.0,17200.0,17245.0
15505.0,16012.0,16918.0,17200.0,17245.0,16986.0
16012.0,16918.0,17200.0,17245.0,16986.0,16650.0
16918.0,17200.0,17245.0,16986.0,16650.0,15860.0
17200.0,17245.0,16986.0,16650.0,15860.0,14939.0
17245.0,16986.0,16650.0,15860.0,14939.0,13881.0
16986.0,16650.0,15860.0,14939.0,13881.0,13431.0
16650.0,15860.0,14939.0,13881.0,13431.0,13099.0
15860.0,14939.0,13881.0,13431.0,13099.0,13042.0
14939.0,13881.0,13431.0,13099.0,13042.0,13204.0
13881.0,13431.0,13099.0,13042.0,13204.0,13629.0
13431.0,13099.0,13042.0,13204.0,13629.0,14268.0
13099.0,13042.0,13204.0,13629.0,14268.0,15105.0
13042.0,13204.0,13629.0,14268.0,15105.0,15708.0
13204.0,13629.0,14268.0,15105.0,15708.0,16234.0
13629.0,14268.0,15105.0,15708.0,16234.0,16452.0
14268.0,15105.0,15708.0,16234.0,16452.0,16327.0
15105.0,15708.0,16234.0,16452.0,16327.0,16159.0
15708.0,16234.0,16452.0,16327.0,16159.0,16012.0
16234.0,16452.0,16327.0,16159.0,16012.0,15889.0
16452.0,16327.0,16159.0,16012.0,15889.0,15814.0
16327.0,16159.0,16012.0,15889.0,15814.0,16382.0
16159.0,16012.0,15889.0,15814.0,16382.0,17323.0
16012.0,15889.0,15814.0,16382.0,17323.0,17381.0
15889.0,15814.0,16382.0,17323.0,17381.0,17048.0
15814.0,16382.0,17323.0,17381.0,17048.0,16902.0
16382.0,17323.0,17381.0,17048.0,16902.0,16611.0
17323.0,17381.0,17048.0,16902.0,16611.0,15910.0
17381.0,17048.0,16902.0,16611.0,15910.0,14948.0
17048.0,16902.0,16611.0,15910.0,14948.0,13815.0
